site;depth;ID;septa dist;Width valley;Height septa
Rangiroa_3;40;2474;0.1040;0.2400;2.4200
Rangiroa_3;40;2474;0.1080;0.2010;2.6900
Rangiroa_3;40;2474;0.1430;0.4210;2.2500
Rangiroa_3;40;2474;0.0933;0.3280;1.9400
Rangiroa_3;40;2474;0.1080;0.3050;1.7700
Rangiroa_3;40;2474;0.1150;0.2670;1.7200
Rangiroa_3;40;2474;0.1080;0.3290;1.7600
Rangiroa_3;40;2474;0.1270;0.3020;0.9930
Rangiroa_3;40;2474;0.1040;0.2070;1.4600
Rangiroa_3;40;2474;0.1080;0.2450;1.1400
Rangiroa_3;40;2475;0.0612;0.1730;2.6600
Rangiroa_3;40;2475;0.0456;0.0769;3.4800
Rangiroa_3;40;2475;0.0600;0.1160;3.4200
Rangiroa_3;40;2475;0.1030;0.0873;3.3200
Rangiroa_3;40;2475;0.0601;0.1080;3.3700
Rangiroa_3;40;2475;0.0481;0.1870;3.1100
Rangiroa_3;40;2475;0.0730;0.2920;3.2600
Rangiroa_3;40;2475;0.0776;0.1940;3.0100
Rangiroa_3;40;2475;0.0855;0.2390;3.1500
Rangiroa_3;40;2475;0.1390;0.1760;3.2300
Rangiroa_3;40;2476;0.0526;0.1760;2.1800
Rangiroa_3;40;2476;0.0360;0.1440;2.6800
Rangiroa_3;40;2476;0.0200;0.1120;2.6400
Rangiroa_3;40;2476;0.0240;0.1560;2.7700
Rangiroa_3;40;2476;0.0362;0.1460;2.4700
Rangiroa_3;40;2476;0.0283;0.2250;2.4300
Rangiroa_3;40;2476;0.0240;0.2610;3.0100
Rangiroa_3;40;2476;0.0283;0.2800;2.9200
Rangiroa_3;40;2476;0.0291;0.1450;2.9000
Rangiroa_3;40;2476;0.0320;0.1000;2.7000
Rangiroa_3;40;2477;0.0572;0.1440;1.5200
Rangiroa_3;40;2477;0.0369;0.1670;1.4800
Rangiroa_3;40;2477;0.0913;0.1480;1.6900
Rangiroa_3;40;2477;0.0605;0.1610;2.1000
Rangiroa_3;40;2477;0.0480;0.1680;2.2000
Rangiroa_3;40;2477;0.0339;0.2610;2.2300
Rangiroa_3;40;2477;0.0322;0.1380;1.9000
Rangiroa_3;40;2477;0.0322;0.2050;1.9500
Rangiroa_3;40;2477;0.0200;0.2270;2.2200
Rangiroa_3;40;2477;0.0320;0.1090;2.2300
Rangiroa_3;40;2478;0.0360;0.2180;3.2500
Rangiroa_3;40;2478;0.0572;0.2480;3.0100
Rangiroa_3;40;2478;0.0670;0.2040;2.5200
Rangiroa_3;40;2478;0.0402;0.3280;2.4300
Rangiroa_3;40;2478;0.0396;0.1560;2.2600
Rangiroa_3;40;2478;0.0312;0.1200;3.2000
Rangiroa_3;40;2478;0.0342;0.1040;3.4900
Rangiroa_3;40;2478;0.0431;0.1990;3.3100
Rangiroa_3;40;2478;0.0291;0.0600;2.7300
Rangiroa_3;40;2478;0.0283;0.2530;NA
Rangiroa_3;40;2479;0.1110;0.1160;2.0600
Rangiroa_3;40;2479;0.1290;0.2320;2.1300
Rangiroa_3;40;2479;0.1120;0.1840;3.1800
Rangiroa_3;40;2479;0.0761;0.3280;2.9100
Rangiroa_3;40;2479;0.1300;0.2080;3.3300
Rangiroa_3;40;2479;0.0601;0.1620;2.7900
Rangiroa_3;40;2479;0.0913;0.3200;3.2200
Rangiroa_3;40;2479;0.1120;0.1160;2.9500
Rangiroa_3;40;2479;0.1240;0.1400;3.0900
Rangiroa_3;40;2479;0.0641;0.2830;3.1200
Bora_2;90;915;0.0200;0.0804;1.1500
Bora_2;90;915;0.0268;0.0805;1.3100
Bora_2;90;915;0.0040;0.0486;1.5800
Bora_2;90;915;0.0304;0.1090;2.1300
Bora_2;90;915;0.0240;0.0759;1.7400
Bora_2;90;915;0.0304;0.1320;1.8500
Bora_2;90;915;0.0283;0.0785;NA
Bora_2;90;915;0.0160;0.1400;NA
Bora_2;90;915;0.0312;0.0761;NA
Bora_2;90;915;0.0377;0.0536;NA
Bora_2;90;918;0.0256;0.1130;0.8370
Bora_2;90;918;0.0288;0.1320;0.8300
Bora_2;90;918;0.0358;0.1760;1.0400
Bora_2;90;918;0.0165;0.1580;0.8620
Bora_2;90;918;0.0253;0.1290;0.8980
Bora_2;90;918;0.0283;0.1480;0.6970
Bora_2;90;918;0.0360;0.1330;0.6860
Bora_2;90;918;0.0283;0.0400;0.8470
Bora_2;90;918;0.0360;0.0322;1.4400
Bora_2;90;918;0.0377;0.1470;1.3300
Bora_2;90;916;0.0330;0.1240;2.0400
Bora_2;90;916;0.0362;0.1110;2.3700
Bora_2;90;916;0.0283;0.1360;2.3600
Bora_2;90;916;0.0215;0.1400;1.4000
Bora_2;90;916;0.0283;0.0681;1.4100
Bora_2;90;916;0.0304;0.1130;1.2200
Bora_2;90;916;0.0377;0.0640;0.9920
Bora_2;90;916;0.0240;0.0772;NA
Bora_2;90;916;0.0243;0.0560;NA
Bora_2;90;916;0.0360;0.0684;NA
Bora_2;90;917;0.0344;0.1540;2.5300
Bora_2;90;917;0.0330;0.1180;1.6200
Bora_2;90;917;0.0555;0.0841;2.1800
Bora_2;90;917;0.0243;0.1200;2.6500
Bora_2;90;917;0.0501;0.1280;2.0500
Bora_2;90;917;0.0268;0.0521;1.6200
Bora_2;90;917;0.0280;0.0930;1.8700
Bora_2;90;917;0.0432;0.0848;1.6500
Bora_2;90;917;0.0322;0.1680;2.0400
Bora_2;90;917;0.0447;0.1200;2.2200
Bora_2;90;914;0.0412;0.0520;2.1200
Bora_2;90;914;0.0362;0.1480;1.9400
Bora_2;90;914;0.0312;0.1280;1.8700
Bora_2;90;914;0.0466;0.1400;2.0400
Bora_2;90;914;0.0369;0.0769;1.7700
Bora_2;90;914;0.0200;0.0759;2.0000
Bora_2;90;914;0.0204;0.0560;1.8700
Bora_2;90;914;0.0283;0.2120;2.3800
Bora_2;90;914;0.0283;0.0339;1.8400
Bora_2;90;914;0.0233;0.0320;2.0200
Bora_2;90;913;0.0322;0.0950;2.2000
Bora_2;90;913;0.0280;0.0538;2.1300
Bora_2;90;913;0.0243;0.0466;1.8200
Bora_2;90;913;0.0360;0.1420;1.8600
Bora_2;90;913;0.0304;0.0680;1.4700
Bora_2;90;913;0.0160;0.1450;1.5800
Bora_2;90;913;0.0447;0.0456;1.3100
Bora_2;90;913;0.0369;0.0880;1.1500
Bora_2;90;913;0.0358;0.1380;0.9250
Bora_2;90;913;0.0330;0.1190;0.8280
Bora_2;90;912;0.0291;0.1680;1.6000
Bora_2;90;912;0.0240;0.1920;1.3300
Bora_2;90;912;0.0240;0.1570;1.8000
Bora_2;90;912;0.0253;0.1600;1.1900
Bora_2;90;912;0.0204;0.1080;1.1500
Bora_2;90;912;0.0170;0.0759;0.8570
Bora_2;90;912;0.0200;0.0536;0.9460
Bora_2;90;912;0.0233;0.0582;1.2800
Bora_2;90;912;0.0179;0.0360;1.5900
Bora_2;90;912;0.0268;0.1210;NA
Bora_2;90;911;0.0431;0.0483;1.0700
Bora_2;90;911;0.0520;0.1170;1.3900
Bora_2;90;911;0.0283;0.2130;1.2000
Bora_2;90;911;0.0240;0.1930;0.8100
Bora_2;90;911;0.0304;0.1650;1.0200
Bora_2;90;911;0.0466;0.1200;1.2800
Bora_2;90;911;0.0486;0.2630;1.5700
Bora_2;90;911;0.0304;0.1780;1.4600
Bora_2;90;911;0.0377;0.1550;1.5000
Bora_2;90;911;0.0342;0.2810;1.7300
Bora_2;90;910;0.0330;0.0560;1.3900
Bora_2;90;910;0.0243;0.1560;1.7700
Bora_2;90;910;0.0379;0.1290;1.7800
Bora_2;90;910;0.0200;0.1200;1.9300
Bora_2;90;910;0.0358;0.1221;1.9500
Bora_2;90;910;0.0280;0.2530;0.8260
Bora_2;90;910;0.0402;0.1320;1.4700
Bora_2;90;910;0.0412;0.1580;1.0800
Bora_2;90;910;0.0320;0.0950;1.6400
Bora_2;90;910;0.0312;0.7610;NA
Bora_2;90;909;0.0215;0.1270;1.2100
Bora_2;90;909;0.0280;0.0920;1.5500
Bora_2;90;909;0.0204;0.0989;1.3200
Bora_2;90;909;0.0204;0.1610;1.4200
Bora_2;90;909;0.0200;0.2360;1.7400
Bora_2;90;909;0.0280;0.1280;0.7380
Bora_2;90;909;0.0440;0.2030;1.1400
Bora_2;90;909;0.0408;0.1290;0.8070
Bora_2;90;909;0.0280;0.0721;NA
Bora_2;90;909;0.0165;0.0622;NA
Rangiroa_3;90;2570;0.0291;0.9230;1.6900
Rangiroa_3;90;2570;0.0243;0.1890;1.3000
Rangiroa_3;90;2570;0.0501;0.1840;1.3800
Rangiroa_3;90;2570;0.0362;0.2280;1.5800
Rangiroa_3;90;2570;0.0460;0.1760;1.7800
Rangiroa_3;90;2570;0.0369;0.1580;0.9790
Rangiroa_3;90;2570;0.0304;0.1880;1.1200
Rangiroa_3;90;2570;0.0170;0.2240;1.2400
Rangiroa_3;90;2570;0.0243;0.1630;1.0300
Rangiroa_3;90;2570;0.0243;0.0512;1.3400
Rangiroa_3;90;2571;0.0898;0.1090;1.5000
Rangiroa_3;90;2571;0.0400;0.1760;2.2800
Rangiroa_3;90;2571;0.0440;0.0809;1.8500
Rangiroa_3;90;2571;0.0360;0.1660;1.2100
Rangiroa_3;90;2571;0.0369;0.1980;1.5200
Rangiroa_3;90;2571;0.0495;0.1250;1.4900
Rangiroa_3;90;2571;0.0480;0.1270;1.6400
Rangiroa_3;90;2571;0.0400;0.0322;1.7000
Rangiroa_3;90;2571;0.0572;0.1680;1.7100
Rangiroa_3;90;2571;0.0322;0.1920;NA
Rangiroa_3;90;2572;0.0268;0.1020;1.3700
Rangiroa_3;90;2572;0.0226;0.0594;1.5300
Rangiroa_3;90;2572;0.0283;0.0841;1.8300
Rangiroa_3;90;2572;0.0486;0.0344;1.9300
Rangiroa_3;90;2572;0.0243;0.1110;1.4600
Rangiroa_3;90;2572;0.0400;0.1510;1.8000
Rangiroa_3;90;2572;0.0280;0.1700;1.7400
Rangiroa_3;90;2572;0.0280;0.1420;2.0200
Rangiroa_3;90;2572;0.0240;0.1960;2.2300
Rangiroa_3;90;2572;0.0322;0.1800;NA
Bora_2;40;852;0.0362;0.1560;2.7100
Bora_2;40;852;0.0243;0.1320;1.9700
Bora_2;40;852;0.0268;0.1540;2.7200
Bora_2;40;852;0.0280;0.1720;2.7100
Bora_2;40;852;0.0322;0.1500;2.4700
Bora_2;40;852;0.0394;0.1270;2.6600
Bora_2;40;852;0.0320;0.2180;2.2400
Bora_2;40;852;0.0320;0.2640;2.7000
Bora_2;40;852;0.0291;0.1800;2.7100
Bora_2;40;852;0.0442;0.1850;3.1200
Bora_2;40;853;0.0431;0.1750;1.8700
Bora_2;40;853;0.0480;0.2000;1.8800
Bora_2;40;853;0.0557;0.1060;2.0000
Bora_2;40;853;0.0974;0.1200;2.2000
Bora_2;40;853;0.0804;0.0880;1.9000
Bora_2;40;853;0.0609;0.0734;2.4400
Bora_2;40;853;0.0737;0.1860;2.4100
Bora_2;40;853;0.0520;0.1320;2.9200
Bora_2;40;853;0.0590;0.1910;2.2000
Bora_2;40;853;0.0521;0.1760;2.6000
Bora_2;40;854;0.0360;0.1570;2.4800
Bora_2;40;854;0.0360;0.1410;2.7200
Bora_2;40;854;0.0322;0.1330;2.5700
Bora_2;40;854;0.0506;0.1320;2.6000
Bora_2;40;854;0.0730;0.1760;2.3400
Bora_2;40;854;0.0488;0.0600;2.3600
Bora_2;40;854;0.0544;0.2770;2.0500
Bora_2;40;854;0.0379;0.1170;2.1600
Bora_2;40;854;0.0684;0.2220;2.5100
Bora_2;40;854;0.0486;0.1760;2.3800
Bora_2;40;855;0.0809;0.1400;2.3800
Bora_2;40;855;0.0927;0.1340;3.0700
Bora_2;40;855;0.0400;0.1450;3.4500
Bora_2;40;855;0.0565;0.2210;3.7900
Bora_2;40;855;0.0684;0.1280;3.9300
Bora_2;40;855;0.0680;0.1580;2.8800
Bora_2;40;855;0.0480;0.1320;2.9600
Bora_2;40;855;0.0680;0.1770;2.5400
Bora_2;40;855;0.0560;0.1420;2.2300
Bora_2;40;855;0.0520;0.1120;NA
Bora_2;40;856;0.0544;0.1540;4.0300
Bora_2;40;856;0.0431;0.1340;4.4700
Bora_2;40;856;0.0645;0.1880;4.0400
Bora_2;40;856;0.0379;0.1160;4.5500
Bora_2;40;856;0.0408;0.2570;4.4400
Bora_2;40;856;0.0730;0.1290;2.7900
Bora_2;40;856;0.0342;0.1200;3.5100
Bora_2;40;856;0.0320;0.1460;5.1700
Bora_2;40;856;0.0440;0.1560;3.9900
Bora_2;40;856;0.0501;0.1870;4.2700
Bora_2;40;857;0.0480;0.2000;2.6900
Bora_2;40;857;0.0609;0.2500;3.2500
Bora_2;40;857;0.0641;0.2410;4.7100
Bora_2;40;857;0.0720;0.2040;4.7200
Bora_2;40;857;0.0565;0.2440;3.9800
Bora_2;40;857;0.0720;0.2080;4.6700
Bora_2;40;857;0.0612;0.1170;3.8600
Bora_2;40;857;0.0721;0.2250;3.9300
Bora_2;40;857;0.0680;0.2120;4.6000
Bora_2;40;857;0.0680;0.2080;2.7900
Moorea_2;18;234;0.0425;0.2020;3.3000
Moorea_2;18;234;0.0369;0.2430;3.8800
Moorea_2;18;234;0.0447;0.2240;3.8100
Moorea_2;18;234;0.0590;0.2350;4.2200
Moorea_2;18;234;0.0447;0.2160;3.5800
Moorea_2;18;234;0.0605;0.2410;4.4400
Moorea_2;18;234;0.0521;0.2620;2.9400
Moorea_2;18;234;0.0720;0.1620;4.3200
Moorea_2;18;234;0.0680;0.1220;4.7300
Moorea_2;18;234;0.0572;0.2590;4.5200
Moorea_2;77;95;NA;NA;NA
Moorea_2;77;95;NA;NA;NA
Moorea_2;77;95;NA;NA;NA
Moorea_2;77;95;NA;NA;NA
Moorea_2;77;95;NA;NA;NA
Moorea_2;77;95;NA;NA;NA
Moorea_2;77;95;NA;NA;NA
Moorea_2;77;95;NA;NA;NA
Moorea_2;77;95;NA;NA;NA
Moorea_2;77;95;NA;NA;NA
Moorea_2;47;86;0.0362;0.0973;1.7100
Moorea_2;47;86;0.0280;0.1240;2.1300
Moorea_2;47;86;0.0215;0.0840;2.8600
Moorea_2;47;86;0.0320;0.1760;2.4900
Moorea_2;47;86;0.0240;0.1560;3.0500
Moorea_2;47;86;0.0342;0.1440;3.6300
Moorea_2;47;86;0.0342;0.2040;2.6700
Moorea_2;47;86;0.0165;0.1720;NA
Moorea_2;47;86;0.0243;0.2800;NA
Moorea_2;47;86;0.0330;0.2720;NA
Moorea_2;40;117;0.0481;0.1540;2.1000
Moorea_2;40;117;0.0379;0.2150;2.3100
Moorea_2;40;117;0.0362;0.1120;2.4100
Moorea_2;40;117;0.0481;0.1620;2.1400
Moorea_2;40;117;0.0417;0.1690;2.0300
Moorea_2;40;117;0.0480;0.1810;1.2500
Moorea_2;40;117;0.0320;0.1810;2.0300
Moorea_2;40;117;0.0641;0.1600;2.0400
Moorea_2;40;117;0.0495;0.1390;1.7100
Moorea_2;40;117;0.0379;0.1660;NA
Moorea_2;40;219;0.0632;0.1600;3.5900
Moorea_2;40;219;0.0322;0.1400;3.4400
Moorea_2;40;219;0.0481;0.2250;1.9600
Moorea_2;40;219;0.0322;0.1600;2.4200
Moorea_2;40;219;0.0400;0.2090;2.2800
Moorea_2;40;219;0.0520;0.1130;1.7900
Moorea_2;40;219;0.0612;0.1160;NA
Moorea_2;40;219;0.0565;0.1060;NA
Moorea_2;40;219;0.0776;0.0880;NA
Moorea_2;40;219;0.0715;0.1920;NA
Moorea_2;60;145;0.0370;0.1640;3.3700
Moorea_2;60;145;0.0369;0.1720;2.8200
Moorea_2;60;145;0.0466;0.1460;3.2700
Moorea_2;60;145;0.0126;0.1120;2.3800
Moorea_2;60;145;0.0215;0.1100;3.4100
Moorea_2;60;145;0.0358;0.0684;2.4400
Moorea_2;60;145;0.0483;0.0621;3.5000
Moorea_2;60;145;0.0240;0.0698;3.2800
Moorea_2;60;145;0.0283;0.0641;3.5700
Moorea_2;60;145;0.0280;0.0724;NA
Tikehau_2;90;1836;0.0304;0.0680;0.7100
Tikehau_2;90;1836;0.0200;0.0721;0.9660
Tikehau_2;90;1836;0.0394;0.0495;0.9820
Tikehau_2;90;1836;0.0304;0.0533;1.0900
Tikehau_2;90;1836;0.0342;0.1180;1.0900
Tikehau_2;90;1836;0.0268;0.1440;1.3200
Tikehau_2;90;1836;0.0268;0.1600;1.3300
Tikehau_2;90;1836;0.0268;0.0358;0.9070
Tikehau_2;90;1836;0.0322;0.0651;1.4300
Tikehau_2;90;1836;0.0204;0.1440;1.2500
Tikehau_2;90;1837;0.0520;0.0521;0.8120
Tikehau_2;90;1837;0.0400;0.0609;0.5020
Tikehau_2;90;1837;0.0160;0.0724;0.4160
Tikehau_2;90;1837;0.0215;0.0626;0.7220
Tikehau_2;90;1837;0.0268;0.0684;0.5240
Tikehau_2;90;1837;0.0322;0.0612;0.5640
Tikehau_2;90;1837;0.0280;0.0582;0.7770
Tikehau_2;90;1837;0.0330;0.0800;0.8320
Tikehau_2;90;1837;0.0280;0.1360;0.8790
Tikehau_2;90;1837;0.0283;0.1120;NA
Tikehau_2;90;1838;0.0291;0.0480;1.5100
Tikehau_2;90;1838;0.0215;0.0809;1.3800
Tikehau_2;90;1838;0.0268;0.0880;0.9370
Tikehau_2;90;1838;0.0268;0.0521;1.1600
Tikehau_2;90;1838;0.0291;0.0747;0.8310
Tikehau_2;90;1838;0.0320;0.2170;0.8980
Tikehau_2;90;1838;0.0304;0.1090;1.1300
Tikehau_2;90;1838;0.0283;0.0721;1.1200
Tikehau_2;90;1838;0.0342;0.1220;1.1700
Tikehau_2;90;1838;0.0369;0.0847;1.2000
Tikehau_2;90;1839;0.0288;0.0488;2.8500
Tikehau_2;90;1839;0.0379;0.0402;1.8700
Tikehau_2;90;1839;0.0283;0.0565;1.6200
Tikehau_2;90;1839;0.0240;0.0512;NA
Tikehau_2;90;1839;0.0358;0.1430;NA
Tikehau_2;90;1839;0.0442;0.0824;NA
Tikehau_2;90;1839;0.0283;0.0730;NA
Tikehau_2;90;1839;0.0240;0.1250;NA
Tikehau_2;90;1839;0.0280;0.0680;NA
Tikehau_2;90;1839;0.0291;0.1040;NA
Tikehau_2;90;1840;0.0520;0.0764;0.8000
Tikehau_2;90;1840;0.0160;0.1120;0.7660
Tikehau_2;90;1840;0.0605;0.1380;1.1000
Tikehau_2;90;1840;0.0320;0.1080;1.0600
Tikehau_2;90;1840;0.0400;0.1230;1.0200
Tikehau_2;90;1840;0.0440;0.1080;0.6920
Tikehau_2;90;1840;0.0520;0.1480;0.6860
Tikehau_2;90;1840;0.0408;0.0520;0.8790
Tikehau_2;90;1840;0.0605;0.0855;NA
Tikehau_2;90;1840;0.0600;0.0684;NA
Tikehau_2;90;1841;0.0233;0.1050;0.7690
Tikehau_2;90;1841;0.0362;0.1070;0.5200
Tikehau_2;90;1841;0.0268;0.0646;0.6140
Tikehau_2;90;1841;0.0288;0.1310;0.6720
Tikehau_2;90;1841;0.0468;0.1660;0.5990
Tikehau_2;90;1841;0.0360;0.1310;1.2200
Tikehau_2;90;1841;0.0283;0.1910;0.7770
Tikehau_2;90;1841;0.0322;0.1300;0.5820
Tikehau_2;90;1841;0.0253;0.0761;NA
Tikehau_2;90;1841;0.0200;0.0690;NA
Tikehau_2;90;1842;0.0330;0.0640;NA
Tikehau_2;90;1842;0.0288;0.0651;NA
Tikehau_2;90;1842;0.0369;0.0974;NA
Tikehau_2;90;1842;0.0362;0.0850;NA
Tikehau_2;90;1842;0.0240;NA;NA
Tikehau_2;90;1842;0.0283;NA;NA
Tikehau_2;90;1842;0.0204;NA;NA
Tikehau_2;90;1842;0.0358;NA;NA
Tikehau_2;90;1842;0.0408;NA;NA
Tikehau_2;90;1842;0.0288;NA;NA
Tikehau_2;90;1843;0.0362;0.1020;1.9400
Tikehau_2;90;1843;0.0320;0.1170;1.8000
Tikehau_2;90;1843;0.0253;0.0888;1.6500
Tikehau_2;90;1843;0.0322;0.1560;1.6300
Tikehau_2;90;1843;0.0442;0.1460;1.2400
Tikehau_2;90;1843;0.0320;0.0983;1.7100
Tikehau_2;90;1843;0.0283;0.1220;1.7600
Tikehau_2;90;1843;0.0342;0.1000;1.7800
Tikehau_2;90;1843;0.0280;0.0815;NA
Tikehau_2;90;1843;0.0280;0.0641;NA
Tikehau_2;90;1844;0.0536;0.0678;NA
Tikehau_2;90;1844;0.0481;0.0536;NA
Tikehau_2;90;1844;0.0377;0.0360;NA
Tikehau_2;90;1844;0.0400;0.0699;NA
Tikehau_2;90;1844;0.0291;0.0684;NA
Tikehau_2;90;1844;0.0432;NA;NA
Tikehau_2;90;1844;0.0204;NA;NA
Tikehau_2;90;1844;0.0394;NA;NA
Tikehau_2;90;1844;0.0544;NA;NA
Tikehau_2;90;1844;0.0483;NA;NA