site;depth;ID;size;distance;part
Rangiroa_3;40;2587;0.569;0.479;basal
Rangiroa_3;40;2587;0.578;0.805;basal
Rangiroa_3;40;2587;0.518;0.788;basal
Rangiroa_3;40;2587;0.6;0.674;basal
Rangiroa_3;40;2587;0.642;0.469;basal
Rangiroa_3;40;2587;0.701;0.898;basal
Rangiroa_3;40;2588;0.805;0.13;apical
Rangiroa_3;40;2588;0.911;0.125;apical
Rangiroa_3;40;2588;0.838;0.163;apical
Rangiroa_3;40;2588;0.847;0.234;apical
Rangiroa_3;40;2588;0.859;0.209;apical
Rangiroa_3;40;2588;0.667;0.144;apical
Rangiroa_3;40;2588;0.926;0.146;apical
Rangiroa_3;40;2588;0.801;0.136;apical
Rangiroa_3;40;2588;0.781;0.191;apical
Rangiroa_3;40;2588;0.758;0.266;apical
Rangiroa_3;40;2588;0.868;0.846;basal
Rangiroa_3;40;2588;0.947;0.515;basal
Rangiroa_3;40;2588;0.712;0.731;basal
Rangiroa_3;40;2588;0.669;0.475;basal
Rangiroa_3;40;2588;0.758;0.747;basal
Rangiroa_3;40;2588;0.702;0.505;basal
Rangiroa_3;40;2588;0.869;0.53;basal
Rangiroa_3;40;2588;0.765;0.794;basal
Rangiroa_3;40;2588;0.71;0.63;basal
Rangiroa_3;40;2588;0.716;0.34;basal
Rangiroa_3;6;2600;0.709;0.307;apical
Rangiroa_3;6;2600;0.78;0.32;apical
Rangiroa_3;6;2600;0.844;0.361;apical
Rangiroa_3;6;2600;0.711;0.38;apical
Rangiroa_3;6;2600;0.569;0.39;apical
Rangiroa_3;6;2600;0.755;0.236;apical
Rangiroa_3;6;2600;0.774;0.365;apical
Rangiroa_3;6;2600;0.668;0.375;apical
Rangiroa_3;6;2600;0.53;0.437;apical
Rangiroa_3;6;2600;0.554;0.23;apical
Rangiroa_3;6;2600;0.539;0.5;basal
Rangiroa_3;6;2600;0.505;0.754;basal
Rangiroa_3;6;2600;0.587;0.449;basal
Rangiroa_3;6;2600;0.478;0.503;basal
Rangiroa_3;6;2600;0.471;0.553;basal
Rangiroa_3;6;2600;0.547;0.538;basal
Rangiroa_3;6;2600;0.585;0.424;basal
Rangiroa_3;6;2600;0.584;0.732;basal
Rangiroa_3;6;2600;0.5;0.393;basal
Rangiroa_3;6;2600;0.589;0.646;basal
Rangiroa_3;6;2601;0.815;0.415;apical
Rangiroa_3;6;2601;0.737;0.365;apical
Rangiroa_3;6;2601;0.656;0.583;apical
Rangiroa_3;6;2601;0.778;0.239;apical
Rangiroa_3;6;2601;0.74;0.318;apical
Rangiroa_3;6;2601;0.63;0.27;apical
Rangiroa_3;6;2601;1.05;0.265;apical
Rangiroa_3;6;2601;0.709;0.35;apical
Rangiroa_3;6;2601;0.81;0.442;apical
Rangiroa_3;6;2601;0.685;0.242;apical
Rangiroa_3;6;2601;0.672;0.507;basal
Rangiroa_3;6;2601;0.373;0.382;basal
Rangiroa_3;6;2601;0.676;0.351;basal
Rangiroa_3;6;2601;0.516;0.482;basal
Rangiroa_3;6;2601;0.429;0.384;basal
Rangiroa_3;6;2601;0.673;0.337;basal
Rangiroa_3;6;2601;0.536;0.219;basal
Rangiroa_3;6;2601;0.428;0.208;basal
Rangiroa_3;6;2601;0.49;0.158;basal
Rangiroa_3;6;2601;0.508;0.247;basal
Rangiroa_3;6;2602;0.554;0.263;apical
Rangiroa_3;6;2602;0.635;0.223;apical
Rangiroa_3;6;2602;0.738;0.38;apical
Rangiroa_3;6;2602;0.507;0.393;apical
Rangiroa_3;6;2602;0.645;0.353;apical
Rangiroa_3;6;2602;0.687;0.202;apical
Rangiroa_3;6;2602;0.381;0.24;apical
Rangiroa_3;6;2602;0.709;0.301;apical
Rangiroa_3;6;2602;0.703;0.241;apical
Rangiroa_3;6;2602;0.544;0.248;apical
Rangiroa_3;6;2602;0.465;0.455;basal
Rangiroa_3;6;2602;0.409;0.379;basal
Rangiroa_3;6;2602;0.62;0.526;basal
Rangiroa_3;6;2602;0.639;0.494;basal
Rangiroa_3;6;2602;0.559;0.483;basal
Rangiroa_3;6;2602;0.503;0.459;basal
Rangiroa_3;6;2602;0.566;0.504;basal
Rangiroa_3;6;2602;0.517;0.329;basal
Rangiroa_3;6;2602;0.679;0.408;basal
Rangiroa_3;6;2602;0.5;0.335;basal
Rangiroa_3;6;2603;0.561;0.232;apical
Rangiroa_3;6;2603;0.562;0.238;apical
Rangiroa_3;6;2603;0.749;0.32;apical
Rangiroa_3;6;2603;0.753;0.197;apical
Rangiroa_3;6;2603;0.681;0.249;apical
Rangiroa_3;6;2603;0.735;0.395;apical
Rangiroa_3;6;2603;0.439;0.201;apical
Rangiroa_3;6;2603;0.563;0.344;apical
Rangiroa_3;6;2603;0.469;0.242;apical
Rangiroa_3;6;2603;0.501;0.277;apical
Rangiroa_3;6;2603;0.487;0.278;basal
Rangiroa_3;6;2603;0.696;0.245;basal
Rangiroa_3;6;2603;0.7;0.183;basal
Rangiroa_3;6;2603;0.575;0.201;basal
Rangiroa_3;6;2603;0.774;0.292;basal
Rangiroa_3;6;2603;0.601;0.19;basal
Rangiroa_3;6;2603;0.647;0.23;basal
Rangiroa_3;6;2603;0.652;0.27;basal
Rangiroa_3;6;2603;0.604;0.358;basal
Rangiroa_3;6;2603;0.633;0.382;basal
Tikehau_2;40;1853;0.708;0.271;apical
Tikehau_2;40;1853;0.612;0.374;apical
Tikehau_2;40;1853;0.728;0.25;apical
Tikehau_2;40;1853;0.622;0.182;apical
Tikehau_2;40;1853;0.588;0.233;apical
Tikehau_2;40;1853;0.671;0.314;apical
Tikehau_2;40;1853;0.614;0.444;apical
Tikehau_2;40;1853;0.731;0.392;apical
Tikehau_2;40;1853;0.768;0.315;apical
Tikehau_2;40;1853;0.825;0.343;apical
Tikehau_2;40;1853;0.506;0.407;basal
Tikehau_2;40;1853;0.554;0.547;basal
Tikehau_2;40;1853;0.559;0.456;basal
Tikehau_2;40;1853;0.568;0.759;basal
Tikehau_2;40;1853;0.563;0.348;basal
Tikehau_2;40;1853;0.562;0.592;basal
Tikehau_2;40;1853;0.564;0.517;basal
Tikehau_2;40;1853;0.506;0.39;basal
Tikehau_2;40;1853;0.478;0.563;basal
Tikehau_2;40;1853;0.477;0.434;basal
Tikehau_2;40;1854;0.944;0.192;apical
Tikehau_2;40;1854;0.945;0.279;apical
Tikehau_2;40;1854;0.876;0.159;apical
Tikehau_2;40;1854;1.07;0.2;apical
Tikehau_2;40;1854;1.02;0.123;apical
Tikehau_2;40;1854;0.915;0.268;apical
Tikehau_2;40;1854;0.85;0.171;apical
Tikehau_2;40;1854;1.03;0.301;apical
Tikehau_2;40;1854;1.06;0.19;apical
Tikehau_2;40;1854;1.37;0.257;apical
Tikehau_2;40;1854;0.502;0.821;basal
Tikehau_2;40;1854;0.605;0.705;basal
Tikehau_2;40;1854;0.677;0.342;basal
Tikehau_2;40;1854;0.598;0.645;basal
Tikehau_2;40;1854;0.538;0.328;basal
Tikehau_2;40;1854;0.48;0.866;basal
Tikehau_2;40;1854;0.67;0.47;basal
Tikehau_2;40;1854;0.616;0.342;basal
Tikehau_2;40;1854;0.538;0.495;basal
Tikehau_2;40;1854;0.555;0.379;basal
Tikehau_2;40;1858;0.815;0.435;apical
Tikehau_2;40;1858;0.644;0.175;apical
Tikehau_2;40;1858;0.768;0.401;apical
Tikehau_2;40;1858;0.617;0.223;apical
Tikehau_2;40;1858;0.868;0.337;apical
Tikehau_2;40;1858;0.924;0.329;apical
Tikehau_2;40;1858;0.881;0.276;apical
Tikehau_2;40;1858;0.755;0.242;apical
Tikehau_2;40;1858;0.957;0.325;apical
Tikehau_2;40;1858;0.661;0.155;apical
Tikehau_2;40;1858;0.833;0.568;basal
Tikehau_2;40;1858;0.634;0.643;basal
Tikehau_2;40;1858;0.717;0.984;basal
Tikehau_2;40;1858;0.679;0.544;basal
Tikehau_2;40;1858;0.872;0.469;basal
Tikehau_2;40;1858;0.654;0.638;basal
Tikehau_2;40;1858;0.663;0.208;basal
Tikehau_2;40;1858;0.694;0.568;basal
Tikehau_2;40;1858;0.732;0.608;basal
Tikehau_2;40;1858;0.578;0.684;basal
Rangiroa_3;40;2589;0.862;0.365;apical
Rangiroa_3;40;2589;0.518;0.199;apical
Rangiroa_3;40;2589;0.522;0.337;apical
Rangiroa_3;40;2589;0.673;0.218;apical
Rangiroa_3;40;2589;0.826;0.281;apical
Rangiroa_3;40;2589;0.719;0.359;apical
Rangiroa_3;40;2589;0.539;0.252;apical
Rangiroa_3;40;2589;0.629;0.278;apical
Rangiroa_3;40;2589;0.865;0.337;apical
Rangiroa_3;40;2589;0.681;0.347;apical
Rangiroa_3;40;2589;0.481;0.561;basal
Rangiroa_3;40;2589;0.548;0.466;basal
Rangiroa_3;40;2589;0.442;0.664;basal
Rangiroa_3;40;2589;0.418;0.926;basal
Rangiroa_3;40;2589;0.526;0.779;basal
Rangiroa_3;40;2589;0.397;0.834;basal
Rangiroa_3;40;2589;0.449;0.578;basal
Rangiroa_3;40;2589;0.455;0.887;basal
Rangiroa_3;40;2589;0.424;0.682;basal
Rangiroa_3;40;2589;0.541;0.523;basal
Rangiroa_3;40;2591;0.603;0.25;apical
Rangiroa_3;40;2591;0.776;0.253;apical
Rangiroa_3;40;2591;0.73;0.19;apical
Rangiroa_3;40;2591;0.67;0.263;apical
Rangiroa_3;40;2591;0.508;0.414;apical
Rangiroa_3;40;2591;0.733;0.453;apical
Rangiroa_3;40;2591;0.73;0.206;apical
Rangiroa_3;40;2591;0.766;0.509;apical
Rangiroa_3;40;2591;0.803;0.458;apical
Rangiroa_3;40;2591;0.685;0.506;apical
Rangiroa_3;40;2591;0.764;0.697;basal
Rangiroa_3;40;2591;0.552;0.424;basal
Rangiroa_3;40;2591;0.695;0.799;basal
Rangiroa_3;40;2591;0.577;0.593;basal
Rangiroa_3;40;2591;0.501;0.403;basal
Rangiroa_3;40;2591;0.726;0.592;basal
Rangiroa_3;40;2591;0.568;0.473;basal
Rangiroa_3;40;2591;0.561;0.539;basal
Rangiroa_3;40;2591;1.02;0.759;basal
Rangiroa_3;40;2591;0.755;0.291;basal
Rangiroa_3;40;2590;0.858;0.492;apical
Rangiroa_3;40;2590;0.594;0.307;apical
Rangiroa_3;40;2590;0.586;0.356;apical
Rangiroa_3;40;2590;0.597;0.351;apical
Rangiroa_3;40;2590;0.646;0.285;apical
Rangiroa_3;40;2590;0.553;0.373;apical
Rangiroa_3;40;2590;0.576;0.449;apical
Rangiroa_3;40;2590;0.558;0.833;apical
Rangiroa_3;40;2590;0.61;0.543;apical
Rangiroa_3;40;2590;0.716;0.285;apical
Rangiroa_3;40;2590;0.583;0.55;basal
Rangiroa_3;40;2590;0.508;0.509;basal
Rangiroa_3;40;2590;0.596;0.602;basal
Rangiroa_3;40;2590;0.449;0.452;basal
Rangiroa_3;40;2590;0.54;0.606;basal
Rangiroa_3;40;2590;0.588;0.602;basal
Rangiroa_3;40;2590;0.496;0.298;basal
Rangiroa_3;40;2590;0.586;0.404;basal
Rangiroa_3;40;2590;0.661;0.758;basal
Rangiroa_3;40;2590;0.599;0.655;basal
Rangiroa_3;40;2592;0.796;0.356;apical
Rangiroa_3;40;2592;0.918;0.264;apical
Rangiroa_3;40;2592;0.71;0.286;apical
Rangiroa_3;40;2592;0.754;0.417;apical
Rangiroa_3;40;2592;0.811;0.286;apical
Rangiroa_3;40;2592;0.75;0.382;apical
Rangiroa_3;40;2592;0.681;0.626;apical
Rangiroa_3;40;2592;0.641;0.344;apical
Rangiroa_3;40;2592;1;0.424;apical
Rangiroa_3;40;2592;0.709;0.3;apical
Rangiroa_3;40;2592;0.877;0.576;basal
Rangiroa_3;40;2592;0.632;0.415;basal
Rangiroa_3;40;2592;0.714;0.634;basal
Rangiroa_3;40;2592;0.723;0.454;basal
Rangiroa_3;40;2592;0.984;0.694;basal
Rangiroa_3;40;2592;0.745;0.375;basal
Rangiroa_3;40;2592;0.683;0.97;basal
Rangiroa_3;40;2592;0.712;0.955;basal
Rangiroa_3;40;2592;0.747;0.887;basal
Rangiroa_3;40;2592;0.831;1;basal
Moorea_2;60;170;0.576;0.372;apical
Moorea_2;60;170;0.603;0.32;apical
Moorea_2;60;170;0.595;0.255;apical
Moorea_2;60;170;0.604;0.308;apical
Moorea_2;60;170;0.607;0.405;apical
Moorea_2;60;170;0.766;0.372;apical
Moorea_2;60;170;0.559;0.362;apical
Moorea_2;60;170;0.565;0.336;apical
Moorea_2;60;170;0.733;0.32;apical
Moorea_2;60;170;0.547;0.335;apical
Moorea_2;60;170;0.486;0.611;basal
Moorea_2;60;170;0.379;0.466;basal
Moorea_2;60;170;0.594;0.531;basal
Moorea_2;60;170;0.487;0.663;basal
Moorea_2;60;170;0.447;0.508;basal
Moorea_2;60;170;0.394;0.895;basal
Moorea_2;60;170;0.439;0.626;basal
Moorea_2;60;170;0.481;0.666;basal
Moorea_2;60;170;0.541;0.46;basal
Moorea_2;60;170;0.582;0.3;basal
Tikehau_2;40;1862;0.801;0.391;apical
Tikehau_2;40;1862;0.708;0.289;apical
Tikehau_2;40;1862;0.913;0.34;apical
Tikehau_2;40;1862;0.868;0.452;apical
Tikehau_2;40;1862;0.931;0.231;apical
Tikehau_2;40;1862;0.883;0.252;apical
Tikehau_2;40;1862;0.652;0.492;apical
Tikehau_2;40;1862;0.988;0.38;apical
Tikehau_2;40;1862;0.936;0.238;apical
Tikehau_2;40;1862;0.767;0.325;apical
Tikehau_2;40;1862;0.961;0.807;basal
Tikehau_2;40;1862;0.946;0.305;basal
Tikehau_2;40;1862;0.59;0.333;basal
Tikehau_2;40;1862;0.906;0.463;basal
Tikehau_2;40;1862;0.98;0.337;basal
Tikehau_2;40;1862;0.89;0.49;basal
Tikehau_2;40;1862;0.816;0.508;basal
Tikehau_2;40;1862;0.53;0.334;basal
Tikehau_2;40;1862;0.552;0.478;basal
Tikehau_2;40;1862;0.77;0.475;basal
Tikehau_2;40;1863;0.857;0.261;apical
Tikehau_2;40;1863;0.862;0.363;apical
Tikehau_2;40;1863;0.811;0.299;apical
Tikehau_2;40;1863;0.926;0.326;apical
Tikehau_2;40;1863;0.872;0.299;apical
Tikehau_2;40;1863;0.806;0.196;apical
Tikehau_2;40;1863;0.651;0.222;apical
Tikehau_2;40;1863;0.824;0.247;apical
Tikehau_2;40;1863;0.737;0.344;apical
Tikehau_2;40;1863;0.917;0.354;apical
Tikehau_2;40;1863;1.08;1.14;basal
Tikehau_2;40;1863;1.13;0.781;basal
Tikehau_2;40;1863;1.1;1.34;basal
Tikehau_2;40;1863;0.908;0.605;basal
Tikehau_2;40;1863;0.894;0.885;basal
Tikehau_2;40;1863;0.934;0.781;basal
Tikehau_2;40;1863;1.18;0.868;basal
Tikehau_2;40;1863;1.01;0.617;basal
Tikehau_2;40;1863;0.803;0.435;basal
Tikehau_2;40;1863;0.71;0.778;basal
Tikehau_2;6;1778;0.905;0.407;apical
Tikehau_2;6;1778;0.823;0.333;apical
Tikehau_2;6;1778;0.774;0.229;apical
Tikehau_2;6;1778;0.818;0.236;apical
Tikehau_2;6;1778;0.777;0.302;apical
Tikehau_2;6;1778;0.798;0.243;apical
Tikehau_2;6;1778;0.798;0.139;apical
Tikehau_2;6;1778;0.627;0.308;apical
Tikehau_2;6;1778;0.65;0.191;apical
Tikehau_2;6;1778;0.856;0.5;apical
Tikehau_2;6;1778;0.65;0.389;basal
Tikehau_2;6;1778;0.578;0.388;basal
Tikehau_2;6;1778;0.486;0.616;basal
Tikehau_2;6;1778;0.568;0.838;basal
Tikehau_2;6;1778;0.69;0.358;basal
Tikehau_2;6;1778;0.584;1.09;basal
Tikehau_2;6;1778;0.658;0.357;basal
Tikehau_2;6;1778;0.648;0.451;basal
Tikehau_2;6;1778;0.602;0.646;basal
Tikehau_2;6;1778;0.655;0.418;basal
Bora_2;60;1149;0.868;0.52;apical
Bora_2;60;1149;0.763;0.363;apical
Bora_2;60;1149;0.913;0.334;apical
Bora_2;60;1149;0.681;0.43;apical
Bora_2;60;1149;0.839;0.295;apical
Bora_2;60;1149;1.09;0.361;apical
Bora_2;60;1149;0.91;0.278;apical
Bora_2;60;1149;0.957;0.414;apical
Bora_2;60;1149;0.755;0.26;apical
Bora_2;60;1149;0.829;0.217;apical
Bora_2;60;1149;0.81;0.921;basal
Bora_2;60;1149;0.916;0.674;basal
Bora_2;60;1149;0.718;0.627;basal
Bora_2;60;1149;0.986;0.371;basal
Bora_2;60;1149;0.804;0.396;basal
Bora_2;60;1149;0.676;0.473;basal
Bora_2;60;1149;0.681;0.611;basal
Bora_2;60;1149;0.852;1.036;basal
Bora_2;60;1149;0.727;0.497;basal
Bora_2;60;1149;1.01;0.784;basal
Rangiroa_3;20;2492;0.804;0.201;apical
Rangiroa_3;20;2492;0.79;0.236;apical
Rangiroa_3;20;2492;0.712;0.212;apical
Rangiroa_3;20;2492;0.619;0.252;apical
Rangiroa_3;20;2492;0.723;0.236;apical
Rangiroa_3;20;2492;0.962;0.104;apical
Rangiroa_3;20;2492;0.672;0.264;apical
Rangiroa_3;20;2492;0.762;0.25;apical
Rangiroa_3;20;2492;0.692;0.245;apical
Rangiroa_3;20;2492;0.802;0.259;apical
Rangiroa_3;20;2492;0.796;0.493;basal
Rangiroa_3;20;2492;0.626;0.514;basal
Rangiroa_3;20;2492;0.682;0.782;basal
Rangiroa_3;20;2492;0.798;0.437;basal
Rangiroa_3;20;2492;0.764;0.441;basal
Rangiroa_3;20;2492;0.679;0.753;basal
Rangiroa_3;20;2492;0.667;0.69;basal
Rangiroa_3;20;2492;0.735;0.676;basal
Rangiroa_3;20;2492;0.668;0.795;basal
Rangiroa_3;20;2492;0.651;0.644;basal
Rangiroa_3;20;2491;0.579;0.296;apical
Rangiroa_3;20;2491;0.75;0.333;apical
Rangiroa_3;20;2491;0.631;0.545;apical
Rangiroa_3;20;2491;0.574;0.339;apical
Rangiroa_3;20;2491;0.727;0.299;apical
Rangiroa_3;20;2491;0.623;0.191;apical
Rangiroa_3;20;2491;0.753;0.312;apical
Rangiroa_3;20;2491;0.906;0.349;apical
Rangiroa_3;20;2491;0.863;0.191;apical
Rangiroa_3;20;2491;0.776;0.268;apical
Rangiroa_3;20;2491;0.872;0.715;basal
Rangiroa_3;20;2491;0.757;0.594;basal
Rangiroa_3;20;2491;0.677;0.515;basal
Rangiroa_3;20;2491;0.593;0.755;basal
Rangiroa_3;20;2491;0.65;0.407;basal
Rangiroa_3;20;2491;0.658;0.451;basal
Rangiroa_3;20;2491;0.738;0.49;basal
Rangiroa_3;20;2491;0.671;0.408;basal
Rangiroa_3;20;2491;0.702;0.342;basal
Rangiroa_3;20;2491;0.795;0.319;basal
Rangiroa_3;20;2490;0.695;0.349;apical
Rangiroa_3;20;2490;0.568;0.365;apical
Rangiroa_3;20;2490;0.651;0.351;apical
Rangiroa_3;20;2490;0.621;0.325;apical
Rangiroa_3;20;2490;0.715;0.155;apical
Rangiroa_3;20;2490;0.718;0.276;apical
Rangiroa_3;20;2490;0.615;0.282;apical
Rangiroa_3;20;2490;0.593;0.283;apical
Rangiroa_3;20;2490;0.587;0.258;apical
Rangiroa_3;20;2490;1.08;0.227;apical
Rangiroa_3;20;2490;0.588;0.61;basal
Rangiroa_3;20;2490;0.604;0.715;basal
Rangiroa_3;20;2490;0.553;0.393;basal
Rangiroa_3;20;2490;0.635;0.508;basal
Rangiroa_3;20;2490;0.609;0.419;basal
Rangiroa_3;20;2490;0.641;0.449;basal
Rangiroa_3;20;2490;0.553;0.467;basal
Rangiroa_3;20;2490;0.465;0.73;basal
Rangiroa_3;20;2490;0.736;0.708;basal
Rangiroa_3;20;2490;0.74;0.502;basal
Rangiroa_3;20;2483;0.797;0.396;apical
Rangiroa_3;20;2483;0.764;0.28;apical
Rangiroa_3;20;2483;0.563;0.35;apical
Rangiroa_3;20;2483;0.689;0.294;apical
Rangiroa_3;20;2483;0.675;0.277;apical
Rangiroa_3;20;2483;0.69;0.172;apical
Rangiroa_3;20;2483;0.56;0.343;apical
Rangiroa_3;20;2483;0.631;0.542;apical
Rangiroa_3;20;2483;0.692;0.279;apical
Rangiroa_3;20;2483;0.741;0.277;apical
Rangiroa_3;20;2483;0.765;0.4;basal
Rangiroa_3;20;2483;0.674;0.481;basal
Rangiroa_3;20;2483;0.582;0.43;basal
Rangiroa_3;20;2483;0.69;0.693;basal
Rangiroa_3;20;2483;0.564;0.659;basal
Rangiroa_3;20;2483;0.631;0.568;basal
Rangiroa_3;20;2483;0.614;0.484;basal
Rangiroa_3;20;2483;0.564;0.372;basal
Rangiroa_3;20;2483;0.472;0.361;basal
Rangiroa_3;20;2483;0.636;0.446;basal
Rangiroa_3;20;2485;1.15;0.339;apical
Rangiroa_3;20;2485;0.754;0.33;apical
Rangiroa_3;20;2485;0.549;0.234;apical
Rangiroa_3;20;2485;1.08;0.403;apical
Rangiroa_3;20;2485;0.943;0.243;apical
Rangiroa_3;20;2485;0.891;0.289;apical
Rangiroa_3;20;2485;0.945;0.227;apical
Rangiroa_3;20;2485;0.942;0.315;apical
Rangiroa_3;20;2485;0.674;0.312;apical
Rangiroa_3;20;2485;0.869;0.421;apical
Rangiroa_3;20;2485;0.527;0.433;basal
Rangiroa_3;20;2485;0.517;0.454;basal
Rangiroa_3;20;2485;0.615;0.357;basal
Rangiroa_3;20;2485;0.613;0.614;basal
Rangiroa_3;20;2485;0.471;0.998;basal
Rangiroa_3;20;2485;0.489;0.499;basal
Rangiroa_3;20;2485;0.864;0.284;basal
Rangiroa_3;20;2485;0.651;0.387;basal
Rangiroa_3;20;2485;0.748;0.343;basal
Rangiroa_3;20;2485;0.59;0.431;basal
Rangiroa_3;20;2488;0.7;0.404;apical
Rangiroa_3;20;2488;0.606;0.236;apical
Rangiroa_3;20;2488;0.812;0.247;apical
Rangiroa_3;20;2488;0.743;0.185;apical
Rangiroa_3;20;2488;0.645;0.233;apical
Rangiroa_3;20;2488;0.661;0.576;apical
Rangiroa_3;20;2488;0.716;0.258;apical
Rangiroa_3;20;2488;0.574;0.202;apical
Rangiroa_3;20;2488;0.676;0.22;apical
Rangiroa_3;20;2488;0.734;0.261;apical
Rangiroa_3;20;2488;0.692;0.604;basal
Rangiroa_3;20;2488;0.635;0.412;basal
Rangiroa_3;20;2488;0.565;0.373;basal
Rangiroa_3;20;2488;0.622;0.596;basal
Rangiroa_3;20;2488;0.908;0.681;basal
Rangiroa_3;20;2488;0.563;0.46;basal
Rangiroa_3;20;2488;0.573;0.547;basal
Rangiroa_3;20;2488;0.753;0.457;basal
Rangiroa_3;20;2488;0.611;0.457;basal
Rangiroa_3;20;2488;0.636;0.59;basal
Rangiroa_3;20;2487;0.855;0.219;apical
Rangiroa_3;20;2487;0.751;0.171;apical
Rangiroa_3;20;2487;0.989;0.247;apical
Rangiroa_3;20;2487;0.857;0.309;apical
Rangiroa_3;20;2487;0.772;0.262;apical
Rangiroa_3;20;2487;0.903;0.33;apical
Rangiroa_3;20;2487;0.714;0.239;apical
Rangiroa_3;20;2487;1.04;0.465;apical
Rangiroa_3;20;2487;0.744;0.172;apical
Rangiroa_3;20;2487;0.768;0.343;apical
Rangiroa_3;20;2487;0.58;0.486;basal
Rangiroa_3;20;2487;0.574;0.461;basal
Rangiroa_3;20;2487;0.583;0.228;basal
Rangiroa_3;20;2487;0.779;0.259;basal
Rangiroa_3;20;2487;0.721;0.413;basal
Rangiroa_3;20;2487;0.704;0.364;basal
Rangiroa_3;20;2487;0.757;0.424;basal
Rangiroa_3;20;2487;0.648;0.442;basal
Rangiroa_3;20;2487;0.726;0.654;basal
Rangiroa_3;20;2487;0.61;0.569;basal
Rangiroa_3;20;2486;0.903;0.312;apical
Rangiroa_3;20;2486;0.734;0.206;apical
Rangiroa_3;20;2486;0.839;0.168;apical
Rangiroa_3;20;2486;0.773;0.212;apical
Rangiroa_3;20;2486;0.709;0.321;apical
Rangiroa_3;20;2486;1.02;0.191;apical
Rangiroa_3;20;2486;0.737;0.238;apical
Rangiroa_3;20;2486;0.715;0.234;apical
Rangiroa_3;20;2486;0.778;0.448;apical
Rangiroa_3;20;2486;0.517;0.247;apical
Rangiroa_3;20;2486;0.619;0.371;basal
Rangiroa_3;20;2486;0.442;0.674;basal
Rangiroa_3;20;2486;0.512;0.485;basal
Rangiroa_3;20;2486;0.555;0.933;basal
Rangiroa_3;20;2486;0.63;0.816;basal
Rangiroa_3;20;2486;0.511;1.15;basal
Rangiroa_3;20;2486;0.503;0.754;basal
Rangiroa_3;20;2486;0.502;0.495;basal
Rangiroa_3;20;2486;0.52;0.626;basal
Rangiroa_3;20;2486;0.526;0.378;basal
Rangiroa_3;20;2484;0.982;0.229;apical
Rangiroa_3;20;2484;0.81;0.258;apical
Rangiroa_3;20;2484;0.508;0.238;apical
Rangiroa_3;20;2484;0.665;0.447;apical
Rangiroa_3;20;2484;0.913;0.212;apical
Rangiroa_3;20;2484;0.726;0.287;apical
Rangiroa_3;20;2484;0.917;0.43;apical
Rangiroa_3;20;2484;0.703;0.326;apical
Rangiroa_3;20;2484;0.871;0.446;apical
Rangiroa_3;20;2484;0.761;0.212;apical
Rangiroa_3;20;2484;1.03;0.636;basal
Rangiroa_3;20;2484;1.07;0.723;basal
Rangiroa_3;20;2484;0.822;0.984;basal
Rangiroa_3;20;2484;0.66;1.13;basal
Rangiroa_3;20;2484;0.492;0.663;basal
Rangiroa_3;20;2484;0.789;0.719;basal
Rangiroa_3;20;2484;0.871;0.702;basal
Rangiroa_3;20;2484;0.934;0.64;basal
Rangiroa_3;20;2484;0.855;0.854;basal
Rangiroa_3;20;2484;0.486;0.743;basal
Moorea_2;20;111;0.707;0.15;apical
Moorea_2;20;111;0.693;0.442;apical
Moorea_2;20;111;0.616;0.321;apical
Moorea_2;20;111;0.615;0.185;apical
Moorea_2;20;111;0.54;0.373;apical
Moorea_2;20;111;0.59;0.119;apical
Moorea_2;20;111;0.795;0.129;apical
Moorea_2;20;111;0.536;0.225;apical
Moorea_2;20;111;0.677;0.221;apical
Moorea_2;20;111;0.644;0.268;apical
Moorea_2;20;111;0.645;0.27;basal
